,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,output_type,gtex_tissue,histone_mark,transcription_factor
1018,UBERON:0003346 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0003346,mucosa of rectum,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1019,UBERON:0003346 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0003346,mucosa of rectum,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
1020,UBERON:0004222 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1021,UBERON:0004222 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1022,UBERON:0004222 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1023,UBERON:0004222 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1024,UBERON:0004222 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1025,UBERON:0004222 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
1026,UBERON:0004550 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1027,UBERON:0004550 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1028,UBERON:0004550 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1029,UBERON:0004550 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1030,UBERON:0004550 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1031,UBERON:0004550 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1032,UBERON:0004648 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1033,UBERON:0004648 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1034,UBERON:0004648 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1035,UBERON:0004648 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1036,UBERON:0004648 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1037,UBERON:0004648 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1038,UBERON:0004992 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1039,UBERON:0004992 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1040,UBERON:0004992 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1041,UBERON:0006631 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1042,UBERON:0006631 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1043,UBERON:0006631 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1044,UBERON:0006631 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1045,UBERON:0006631 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1046,UBERON:0006920 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1047,UBERON:0006920 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1048,UBERON:0006920 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1049,UBERON:0006920 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1050,UBERON:0006920 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1051,UBERON:0006920 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1052,UBERON:0007106 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0007106,chorionic villus,tissue,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1053,UBERON:0007610 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1054,UBERON:0007610 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1055,UBERON:0007610 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1056,UBERON:0007610 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1057,UBERON:0007610 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1058,UBERON:0007610 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1059,UBERON:0008367 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1060,UBERON:0008367 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1061,UBERON:0008367 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1062,UBERON:0008367 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1063,UBERON:0008367 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1064,UBERON:0008450 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1065,UBERON:0008450 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1066,UBERON:0008450 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1067,UBERON:0008450 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1068,UBERON:0008450 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1069,UBERON:0008952 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1070,UBERON:0008952 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1071,UBERON:0008952 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1072,UBERON:0008952 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1073,UBERON:0008953 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1074,UBERON:0008953 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1075,UBERON:0008953 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1076,UBERON:0008953 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1077,UBERON:0008953 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1078,UBERON:0008953 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1079,UBERON:0009834 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1080,UBERON:0009834 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1081,UBERON:0009834 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1082,UBERON:0009834 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1083,UBERON:0009834 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1084,UBERON:0009834 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
1085,UBERON:0011907 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1086,UBERON:0011907 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1087,UBERON:0011907 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1088,UBERON:0011907 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1089,UBERON:0011907 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1090,UBERON:0012488 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1091,UBERON:0012488 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1092,UBERON:0012488 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1093,UBERON:0012488 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1094,UBERON:0012488 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1095,UBERON:0012489 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1096,UBERON:0012489 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1097,UBERON:0012489 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1098,UBERON:0012489 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1099,UBERON:0012489 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
1100,UBERON:0014455 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1101,UBERON:0014455 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1102,UBERON:0014455 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1103,UBERON:0014455 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1104,UBERON:0014455 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1105,UBERON:0014455 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
1106,UBERON:0014455 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
1107,UBERON:0018112 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1108,UBERON:0018112 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1109,UBERON:0018112 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1110,UBERON:0018112 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
1111,UBERON:0036149 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
1112,UBERON:0036149 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
1113,UBERON:0036149 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
1114,UBERON:0036149 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
1115,UBERON:0036149 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
0,CL:0000062 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
1,CL:0000115 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000115,endothelial cell,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
2,CL:0000127 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
3,CL:0000127 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,EZH2
4,CL:0000137 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000137,osteocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,CTCF
5,CL:0000138 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000138,chondrocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,CTCF
6,CL:0000169 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000169,type B pancreatic cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,CTCF
7,CL:0000182 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,EZH2
8,CL:0000223 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,CTCF
9,CL:0000236 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
10,CL:0000312 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
11,CL:0000312 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,EZH2
12,CL:0000515 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
13,CL:0000623 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
14,CL:0000624 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
15,CL:0000625 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
16,CL:0000679 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
17,"CL:0000679 TF ChIP-seq EGR1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens EGR1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,True,OutputType.CHIP_TF,,,EGR1
18,"CL:0000679 TF ChIP-seq FOSL1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens FOSL1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,True,OutputType.CHIP_TF,,,FOSL1
19,"CL:0000679 TF ChIP-seq ID3 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens ID3, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,True,OutputType.CHIP_TF,,,ID3
20,"CL:0000679 TF ChIP-seq TOX4 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens TOX4, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,True,OutputType.CHIP_TF,,,TOX4
21,CL:0000706 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000706,choroid plexus epithelial cell,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
22,CL:0000746 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000746,cardiac muscle cell,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
23,CL:0000765 TF ChIP-seq POLR2A,.,TF ChIP-seq,CL:0000765,erythroblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,POLR2A
24,CL:0000775 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000775,neutrophil,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
25,CL:0001054 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0001054,CD14-positive monocyte,primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
26,CL:0002231 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002231,epithelial cell of prostate,primary_cell,unknown,encode,paired,False,OutputType.CHIP_TF,,,CTCF
27,CL:0002306 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002306,epithelial cell of proximal tubule,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
28,CL:0002319 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,paired,False,OutputType.CHIP_TF,,,CTCF
29,CL:0002319 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,POLR2AphosphoS5
30,CL:0002319 TF ChIP-seq RAD21,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,paired,False,OutputType.CHIP_TF,,,RAD21
31,CL:0002319 TF ChIP-seq REST,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,REST
32,CL:0002319 TF ChIP-seq TAF1,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,TAF1
33,CL:0002327 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
34,CL:0002327 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,EZH2
35,CL:0002328 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002328,bronchial epithelial cell,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
36,CL:0002351 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002351,progenitor cell of endocrine pancreas,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_TF,,,CTCF
37,CL:0002518 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002518,kidney epithelial cell,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
38,CL:0002547 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002547,fibroblast of the aortic adventitia,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
39,CL:0002548 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002548,cardiac fibroblast,primary_cell,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
40,CL:0002551 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002551,fibroblast of dermis,primary_cell,unknown,encode,single,False,OutputType.CHIP_TF,,,CTCF
